FECHA_OCURRENCIA,LOCALIDAD_TEUSAQUILLO,LOCALIDAD_ENGATIVA,LOCALIDAD_PUENTE-ARANDA,LOCALIDAD_RAFAEL-URIBE-URIBE,LOCALIDAD_SUBA,LOCALIDAD_LOS-MARTIRES,LOCALIDAD_FONTIBON,LOCALIDAD_USME,LOCALIDAD_CIUDAD-BOLIVAR,LOCALIDAD_KENNEDY,LOCALIDAD_TUNJUELITO,LOCALIDAD_ANTONIO-NARIÑO,LOCALIDAD_BOSA,LOCALIDAD_CHAPINERO,LOCALIDAD_BARRIOS-UNIDOS,LOCALIDAD_USAQUEN,LOCALIDAD_SANTA-FE,LOCALIDAD_CANDELARIA,LOCALIDAD_SAN-CRISTOBAL,GRAVEDAD_CON-HERIDOS,GRAVEDAD_SOLO-DANOS,GRAVEDAD_CON-MUERTOS,CLASE_CON-HERIDOS,CLASE_SOLO-DANOS,CLASE_CON-MUERTOS
2014-12-14,48,51,43,14,53,21,39,2,15,42,8,13,16,27,35,69,7,5,2,136,364,10.0,136,364,10.0
2014-12-21,29,56,54,11,64,34,46,6,19,46,14,10,15,41,33,65,19,6,8,172,395,9.0,172,395,9.0
2014-12-28,35,51,35,10,46,25,38,4,8,39,9,5,14,23,26,38,11,3,7,132,286,9.0,132,286,9.0
2015-01-04,15,42,12,5,41,16,22,7,10,34,6,7,11,17,12,17,10,2,4,102,187,1.0,102,187,1.0
2015-01-11,22,38,20,9,55,19,35,4,8,29,7,9,9,20,18,26,14,3,6,122,223,6.0,122,223,6.0
2015-01-18,28,45,42,17,58,13,32,3,8,47,10,14,11,41,23,40,11,3,6,145,297,10.0,145,297,10.0
2015-01-25,26,52,30,25,56,18,30,2,21,35,7,10,17,25,28,49,18,3,5,156,291,10.0,156,291,10.0
2015-02-01,39,65,35,13,53,27,30,3,13,47,14,11,11,36,27,62,21,6,2,175,332,8.0,175,332,8.0
2015-02-08,39,49,33,12,43,18,40,7,10,40,7,7,18,40,30,72,16,1,9,160,324,7.0,160,324,7.0
2015-02-15,20,61,32,13,57,18,45,4,16,49,9,12,19,36,27,63,21,4,9,171,339,5.0,171,339,5.0
2015-02-22,40,75,44,10,65,20,40,2,15,55,12,8,15,44,46,69,22,5,11,202,388,8.0,202,388,8.0
2015-03-01,31,66,38,18,67,16,49,9,17,46,12,10,11,47,32,72,17,4,4,181,373,12.0,181,373,12.0
2015-03-08,34,61,53,18,58,14,34,1,15,43,17,8,20,32,26,47,24,5,9,182,326,11.0,182,326,11.0
2015-03-15,37,63,38,17,65,23,50,5,16,46,10,15,18,36,26,73,13,5,1,196,357,4.0,196,357,4.0
2015-03-22,41,65,43,18,64,22,46,2,27,42,12,6,11,34,31,66,12,3,4,205,339,5.0,205,339,5.0
2015-03-29,30,59,33,17,48,21,26,2,11,41,6,9,14,33,27,54,16,1,5,166,278,9.0,166,278,9.0
2015-04-05,18,40,25,11,36,18,27,5,13,33,10,9,17,22,17,30,12,6,11,134,216,10.0,134,216,10.0
2015-04-12,35,60,43,9,54,24,28,4,10,43,9,6,17,29,34,45,19,3,10,181,294,7.0,181,294,7.0
2015-04-19,33,67,42,14,73,27,48,3,17,62,20,13,13,49,24,60,25,3,5,190,392,16.0,190,392,16.0
2015-04-26,24,73,29,16,54,23,43,8,11,44,15,7,11,38,23,66,18,3,8,158,343,13.0,158,343,13.0
2015-05-03,27,72,39,20,50,22,35,8,17,45,15,9,17,32,36,44,17,3,8,195,310,11.0,195,310,11.0
2015-05-10,40,67,48,14,71,11,28,4,16,57,15,8,14,38,30,70,14,4,9,191,358,9.0,191,358,9.0
2015-05-17,25,68,40,12,62,24,41,8,18,57,18,6,18,47,29,45,24,4,8,185,355,14.0,185,355,14.0
2015-05-24,33,50,30,13,36,20,28,9,10,49,10,12,11,34,28,47,19,1,3,160,269,14.0,160,269,14.0
2015-05-31,34,58,37,18,69,32,42,6,12,47,24,4,8,47,34,57,23,4,10,188,361,17.0,188,361,17.0
2015-06-07,44,67,48,16,57,28,41,15,33,76,20,11,28,41,49,60,20,4,22,244,426,10.0,244,426,10.0
2015-06-14,37,55,25,20,65,19,50,9,26,59,11,11,14,31,26,56,19,2,14,188,355,6.0,188,355,6.0
2015-06-21,24,51,34,17,59,20,34,5,29,61,12,9,16,34,32,56,17,8,14,187,336,9.0,187,336,9.0
2015-06-28,27,61,37,16,61,23,38,10,27,59,11,8,25,34,37,57,20,4,20,175,390,10.0,175,390,10.0
2015-07-05,30,66,35,18,56,12,35,7,26,55,14,10,12,26,31,60,12,7,11,202,312,9.0,202,312,9.0
2015-07-12,22,70,41,15,65,20,42,17,25,72,15,10,20,34,29,64,14,5,21,204,386,11.0,204,386,11.0
2015-07-19,52,58,35,26,64,20,60,20,35,58,17,13,20,40,29,70,22,7,12,208,441,9.0,208,441,9.0
2015-07-26,35,59,29,23,74,20,46,8,31,60,18,14,17,38,34,48,23,3,16,226,361,9.0,226,361,9.0
2015-08-02,32,51,41,25,55,18,34,5,25,52,19,14,17,45,36,58,15,2,11,206,340,9.0,206,340,9.0
2015-08-09,36,39,28,12,57,20,34,10,21,55,11,10,18,39,26,47,12,3,17,200,286,9.0,200,286,9.0
2015-08-16,30,63,34,16,62,20,36,10,33,64,16,13,17,29,38,75,19,7,18,220,372,8.0,220,372,8.0
2015-08-23,25,59,33,20,59,12,36,7,27,51,14,11,18,37,39,59,14,3,18,187,349,6.0,187,349,6.0
2015-08-30,43,72,39,16,67,17,48,8,19,70,14,12,25,39,40,52,17,3,24,230,385,10.0,230,385,10.0
2015-09-06,44,64,49,15,73,30,43,8,33,72,20,13,26,33,32,74,15,4,16,245,408,11.0,245,408,11.0
2015-09-13,23,75,47,21,68,15,49,10,29,89,13,12,24,40,38,62,17,5,20,238,410,9.0,238,410,9.0
2015-09-20,31,71,46,18,63,10,54,8,19,59,19,10,20,43,42,72,10,4,13,211,392,9.0,211,392,9.0
2015-09-27,25,61,40,20,80,15,49,8,20,64,19,8,23,32,38,77,16,9,13,210,389,18.0,210,389,18.0
2015-10-04,41,45,36,15,81,19,49,10,26,80,16,6,21,23,28,57,23,7,22,206,395,4.0,206,395,4.0
2015-10-11,29,50,43,14,58,20,33,10,28,38,18,12,24,44,31,44,14,3,12,198,308,19.0,198,308,19.0
2015-10-18,40,50,32,17,62,15,38,13,23,65,17,11,19,34,29,59,18,4,18,185,373,6.0,185,373,6.0
2015-10-25,38,60,38,19,78,27,59,15,28,67,26,14,18,30,44,71,15,6,16,229,426,14.0,229,426,14.0
2015-11-01,32,59,35,23,62,20,42,11,21,64,18,10,25,47,42,64,15,2,13,240,355,10.0,240,355,10.0
2015-11-08,42,64,33,16,59,16,68,6,21,62,15,11,19,37,25,61,14,5,16,135,444,11.0,135,444,11.0
2015-11-15,26,62,41,23,59,29,46,13,21,68,11,9,19,31,37,61,13,11,15,177,405,13.0,177,405,13.0
2015-11-22,43,65,43,19,63,21,32,10,23,59,16,10,13,29,34,54,22,1,15,153,410,9.0,153,410,9.0
2015-11-29,40,68,48,19,61,20,51,4,25,71,18,11,29,34,45,62,11,6,17,194,437,9.0,194,437,9.0
2015-12-06,33,63,50,18,63,26,52,5,20,71,9,12,23,40,32,49,11,3,4,191,378,15.0,191,378,15.0
2015-12-13,41,62,42,18,71,17,44,9,19,61,13,6,27,29,35,55,19,7,13,186,383,19.0,186,383,19.0
2015-12-20,38,54,54,17,57,16,54,8,30,73,12,6,10,32,35,48,11,6,18,165,400,14.0,165,400,14.0
2015-12-27,27,63,41,15,50,18,40,3,21,50,14,5,14,20,34,41,13,1,6,129,340,7.0,129,340,7.0
2016-01-03,18,45,24,12,37,6,18,10,19,34,11,10,13,11,19,25,8,4,12,114,215,7.0,114,215,7.0
2016-01-10,20,47,33,11,47,10,34,6,16,44,10,8,17,23,21,36,12,2,14,145,254,12.0,145,254,12.0
2016-01-17,25,54,34,11,61,14,34,9,27,48,13,16,14,20,40,39,10,1,16,167,309,10.0,167,309,10.0
2016-01-24,24,57,31,13,58,13,38,11,28,60,19,4,18,25,24,48,11,6,7,178,314,3.0,178,314,3.0
2016-01-31,28,58,49,19,66,14,34,11,28,63,18,8,27,51,28,60,15,0,8,193,374,18.0,193,374,18.0
2016-02-07,30,55,41,20,88,24,45,5,25,58,16,12,16,36,23,55,20,4,16,194,389,6.0,194,389,6.0
2016-02-14,34,62,41,20,73,14,59,8,27,86,20,9,19,53,35,58,15,2,12,206,431,10.0,206,431,10.0
2016-02-21,36,65,42,18,82,21,38,9,25,66,17,6,25,41,34,53,17,4,18,209,397,11.0,209,397,11.0
2016-02-28,44,63,53,22,98,16,37,11,39,74,16,6,15,41,24,53,18,5,10,204,432,9.0,204,432,9.0
2016-03-06,33,68,49,18,69,23,48,6,28,68,20,17,28,48,37,72,23,4,11,212,450,8.0,212,450,8.0
2016-03-13,57,65,39,22,72,18,49,11,27,60,13,11,30,38,38,69,15,4,10,204,431,13.0,204,431,13.0
2016-03-20,34,63,38,21,88,24,53,9,24,92,11,14,29,42,34,57,16,5,11,219,431,15.0,219,431,15.0
2016-03-27,19,47,30,14,37,9,29,9,14,56,9,8,18,24,11,29,11,6,20,133,261,6.0,133,261,6.0
2016-04-03,41,77,53,20,76,21,55,5,32,75,11,12,25,37,44,50,21,5,15,205,458,12.0,205,458,12.0
2016-04-10,42,76,47,22,86,24,49,12,28,84,11,9,27,47,28,46,13,4,18,207,458,8.0,207,458,8.0
2016-04-17,38,76,42,17,76,10,32,5,26,75,12,12,29,43,38,57,8,2,12,192,407,11.0,192,407,11.0
2016-04-24,35,78,34,14,68,20,52,6,21,72,12,8,27,53,33,54,22,4,14,186,431,10.0,186,431,10.0
2016-05-01,40,88,42,14,71,16,56,5,18,78,16,15,24,45,33,55,17,4,8,173,462,10.0,173,462,10.0
2016-05-08,33,71,52,16,73,19,59,6,24,91,12,10,34,55,33,68,22,3,6,209,462,16.0,209,462,16.0
2016-05-15,34,67,28,10,90,14,55,6,29,71,18,12,25,51,33,65,20,6,12,191,442,13.0,191,442,13.0
2016-05-22,33,72,53,12,103,28,55,3,35,64,13,19,37,49,35,58,22,5,8,220,477,7.0,220,477,7.0
2016-05-29,29,71,42,21,84,21,58,12,40,76,14,18,18,45,28,76,21,6,8,200,480,8.0,200,480,8.0
2016-06-05,30,60,44,17,72,9,59,8,23,80,12,12,21,46,28,56,9,1,8,185,398,12.0,185,398,12.0
2016-06-12,39,85,51,22,74,22,55,12,31,79,18,9,17,36,31,62,20,2,10,191,468,16.0,191,468,16.0
2016-06-19,30,68,31,15,53,23,68,9,31,78,21,10,25,41,33,63,22,3,7,201,419,11.0,201,419,11.0
2016-06-26,31,52,41,19,59,27,58,5,28,71,11,12,16,50,30,54,14,5,5,187,386,15.0,187,386,15.0
2016-07-03,31,72,52,12,54,25,58,5,28,65,17,19,40,49,35,45,18,4,8,202,427,8.0,202,427,8.0
2016-07-10,22,65,43,20,77,16,58,8,35,72,15,10,24,38,34,33,14,4,14,189,400,13.0,189,400,13.0
2016-07-17,36,60,42,19,56,18,50,6,22,60,19,11,27,44,34,50,20,6,6,186,393,7.0,186,393,7.0
2016-07-24,36,79,32,12,60,20,54,8,27,63,12,12,27,38,36,48,25,3,4,186,403,7.0,186,403,7.0
2016-07-31,30,78,41,14,70,24,63,6,19,64,18,12,21,43,35,56,19,2,5,176,430,14.0,176,430,14.0
2016-08-07,25,74,36,10,72,17,53,5,29,62,13,13,25,47,36,63,19,5,15,193,414,12.0,193,414,12.0
2016-08-14,33,73,53,10,53,25,52,11,30,72,17,14,32,35,38,46,27,5,12,186,435,17.0,186,435,17.0
2016-08-21,41,70,42,22,68,15,52,11,26,77,16,12,29,58,29,49,16,3,6,186,447,9.0,186,447,9.0
2016-08-28,44,74,49,19,82,21,47,5,29,76,12,8,31,44,41,53,27,3,9,201,461,12.0,201,461,12.0
2016-09-04,31,78,42,19,63,16,67,6,29,61,15,14,28,42,46,50,22,4,9,193,438,11.0,193,438,11.0
2016-09-11,31,74,47,17,67,19,60,10,33,70,17,13,27,58,28,58,19,9,9,187,465,14.0,187,465,14.0
2016-09-18,35,65,46,19,73,23,62,5,34,68,20,13,26,59,34,61,23,7,13,221,454,11.0,221,454,11.0
2016-09-25,41,80,40,16,83,26,57,13,33,68,22,11,33,32,24,61,26,4,6,217,448,11.0,217,448,11.0
2016-10-02,39,78,47,18,75,20,67,13,26,84,18,10,28,65,33,71,17,7,10,219,502,5.0,219,502,5.0
2016-10-09,36,71,54,14,60,14,63,7,30,84,21,14,21,61,36,61,17,7,3,218,444,12.0,218,444,12.0
2016-10-16,28,86,52,17,65,13,64,14,34,82,16,13,27,46,32,50,20,4,14,217,441,19.0,217,441,19.0
2016-10-23,31,65,45,18,71,21,43,8,33,64,21,9,21,57,42,56,16,7,6,184,440,10.0,184,440,10.0
2016-10-30,43,86,48,19,94,18,63,9,34,72,16,10,22,65,35,68,20,6,9,208,519,10.0,208,519,10.0
2016-11-06,44,77,57,25,87,30,62,12,26,81,11,6,21,53,47,70,21,6,4,203,524,13.0,203,524,13.0
2016-11-13,37,85,44,22,63,22,50,15,32,84,18,20,33,53,40,75,19,1,13,194,523,9.0,194,523,9.0
2016-11-20,41,78,52,18,66,28,67,6,39,77,16,10,39,65,35,61,12,7,15,177,542,13.0,177,542,13.0
2016-11-27,34,68,50,21,82,18,63,7,36,85,11,11,26,48,33,60,17,2,11,175,504,4.0,175,504,4.0
2016-12-04,27,74,46,13,85,12,66,10,35,73,13,11,22,45,26,54,23,6,13,177,469,8.0,177,469,8.0
2016-12-11,25,73,55,19,60,26,62,5,28,68,16,14,25,49,31,62,21,7,5,169,469,13.0,169,469,13.0
2016-12-18,29,75,45,17,73,24,62,5,38,83,20,8,22,41,35,59,8,5,8,153,496,8.0,153,496,8.0
2016-12-25,22,66,49,16,57,20,46,8,31,63,17,9,16,46,27,60,16,4,8,148,418,15.0,148,418,15.0
2017-01-01,25,54,37,19,60,16,51,9,18,53,16,11,28,24,12,42,12,1,12,140,354,6.0,140,354,6.0
2017-01-08,20,38,42,15,35,8,30,13,16,48,14,5,10,24,21,39,6,1,11,133,257,6.0,133,257,6.0
2017-01-15,32,50,33,15,59,12,37,9,22,53,18,13,15,28,31,43,11,6,13,156,338,6.0,156,338,6.0
2017-01-22,33,69,37,11,58,19,40,1,26,97,22,13,15,38,21,60,20,0,10,174,410,6.0,174,410,6.0
2017-01-29,40,45,47,18,62,18,49,9,22,97,14,14,17,40,35,64,13,2,10,157,447,12.0,157,447,12.0
2017-02-05,43,61,54,17,75,12,62,8,23,101,17,6,26,37,32,58,19,8,13,195,459,18.0,195,459,18.0
2017-02-12,30,93,46,27,66,25,56,13,35,104,23,6,30,47,46,85,17,9,20,240,524,14.0,240,524,14.0
2017-02-19,46,64,56,16,65,24,52,15,22,99,13,9,32,60,40,58,26,10,13,201,515,4.0,201,515,4.0
2017-02-26,57,80,43,21,78,20,70,13,32,82,20,13,23,56,36,60,25,7,15,209,524,18.0,209,524,18.0
2017-03-05,40,67,56,24,58,22,57,11,25,98,23,13,22,52,31,66,19,2,9,212,475,8.0,212,475,8.0
2017-03-12,28,74,51,18,78,22,54,8,27,102,23,10,19,55,32,62,16,5,12,183,503,10.0,183,503,10.0
2017-03-19,36,76,47,18,68,22,78,11,24,86,16,10,32,42,33,71,23,4,13,199,501,10.0,199,501,10.0
2017-03-26,32,76,41,22,77,22,62,20,29,76,21,14,26,35,38,71,25,1,8,193,496,7.0,193,496,7.0
2017-04-02,52,83,49,22,85,18,65,17,25,96,21,15,26,42,30,77,27,3,17,190,575,5.0,190,575,5.0
2017-04-09,43,79,50,19,65,15,67,10,23,82,22,12,19,41,25,70,25,11,20,190,498,10.0,190,498,10.0
2017-04-16,21,35,21,16,39,9,31,10,19,56,18,4,18,22,14,36,12,7,4,116,271,5.0,116,271,5.0
2017-04-23,31,65,30,15,69,24,61,20,18,83,19,13,29,56,32,66,16,2,11,173,474,13.0,173,474,13.0
2017-04-30,42,73,46,25,69,24,49,17,32,84,14,13,23,40,32,83,29,3,16,213,492,9.0,213,492,9.0
2017-05-07,47,81,50,22,71,27,48,5,26,90,14,18,28,37,33,70,20,7,9,193,502,8.0,193,502,8.0
2017-05-14,56,90,54,24,67,23,66,18,28,93,19,8,34,46,46,66,23,5,10,186,583,7.0,186,583,7.0
2017-05-21,49,71,57,19,85,22,64,14,35,89,18,11,27,50,38,69,29,3,13,229,519,15.0,229,519,15.0
2017-05-28,32,68,45,17,59,18,50,18,32,85,9,9,18,44,39,67,21,5,8,197,434,13.0,197,434,13.0
2017-06-04,19,48,42,10,75,18,57,10,17,72,15,9,19,30,32,52,24,5,10,157,391,16.0,157,391,16.0
2017-06-11,30,66,40,16,73,17,57,12,21,72,16,12,15,28,31,73,17,4,8,167,432,9.0,167,432,9.0
2017-06-18,34,65,39,20,61,20,45,10,27,73,13,9,28,33,34,44,18,2,6,154,419,8.0,154,419,8.0
2017-06-25,30,47,37,10,60,19,45,6,21,66,15,10,16,28,31,41,14,2,13,142,355,14.0,142,355,14.0
2017-07-02,25,44,34,10,67,19,42,6,19,59,14,11,15,25,23,24,16,1,5,154,296,9.0,154,296,9.0
2017-07-09,29,50,21,15,60,24,61,12,28,52,14,12,18,28,21,42,17,4,5,141,366,6.0,141,366,6.0
2017-07-16,20,62,29,15,59,27,49,8,20,78,17,14,24,39,30,59,17,3,6,159,402,15.0,159,402,15.0
2017-07-23,33,61,46,19,61,13,61,11,28,62,9,7,13,35,34,34,17,3,5,154,387,11.0,154,387,11.0
2017-07-30,42,68,48,16,55,18,57,9,18,89,14,9,18,31,38,51,17,4,8,193,410,7.0,193,410,7.0
2017-08-06,39,63,53,15,66,20,57,6,27,69,7,14,17,36,41,55,24,4,3,180,425,11.0,180,425,11.0
2017-08-13,35,65,44,13,61,26,56,10,21,57,6,16,25,24,31,39,22,3,12,179,376,11.0,179,376,11.0
2017-08-20,47,63,41,15,80,19,47,7,32,69,13,8,18,40,25,54,24,7,5,188,414,12.0,188,414,12.0
2017-08-27,22,65,47,11,57,16,42,10,20,67,19,10,14,33,26,60,7,4,8,168,358,12.0,168,358,12.0
2017-09-03,41,65,52,13,91,16,73,10,35,76,14,12,19,47,32,62,17,8,11,212,475,7.0,212,475,7.0
2017-09-10,37,72,34,14,61,12,52,5,19,63,15,14,19,30,26,48,16,4,3,163,374,7.0,163,374,7.0
2017-09-17,33,70,42,12,76,22,48,7,20,67,15,15,23,41,34,51,25,6,8,205,400,10.0,205,400,10.0
2017-09-24,36,49,45,10,62,21,45,9,16,50,10,13,24,26,32,43,10,5,5,159,337,15.0,159,337,15.0
2017-10-01,20,42,25,5,26,12,17,1,7,19,2,2,7,24,20,24,7,3,4,91,176,,91,176,
